08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:51.563 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.563 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.563 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.563 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.564 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.565 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.566 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.567 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.568 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.569 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.570 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.571 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.572 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.573 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.574 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.575 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.576 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.577 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.577 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.611 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.622 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.626 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.626 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.627 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.628 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.629 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.630 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.631 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.632 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.633 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.633 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.633 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.633 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.633 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.643 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.643 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.643 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.643 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.643 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.644 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.645 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.646 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.647 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.648 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.648 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.648 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.648 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.648 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.649 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.650 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.651 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.652 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.653 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.653 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.653 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.653 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.653 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.654 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.654 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.654 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.654 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.655 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.655 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.655 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.655 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.655 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.656 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.656 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.656 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.656 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.656 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.657 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.657 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.657 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.657 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.658 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.659 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.660 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.661 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.662 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.663 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.664 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.665 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.666 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.667 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.668 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.669 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
